date,document_id,sentence_id,tokenized_sentence,filtered_tokenized_sentence
2009-05-12,2,6,앞 으로 통화정책 은 당분간 금융 완화 기조 를 유지 하 면서 경기 회복 을 뒷받침 하 고 금융시장 안정 을 도모 하 는 데 주안점 을 두 고 운용 해 나갈 것 임,앞 통화정책 당분간 금융 완화 기조 유지 경기 회복 뒷받침 금융시장 안정 도모 주안점 운용
2009-06-11,3,1,금융통화위원회 는 다음 통화정책 방향 결정시 까지 한국은행 기준금리 를 현 수준 ( 2 . 00 %) 에서 유지 하 여 통화정책 을 운용 하 기 로 하 였 음,금융통화위원회 다음 통화정책 방향 결정시 한국은행 기준금리 수준 유지 통화정책 운용
2009-06-11,3,2,최근 국내 경기 는 적극적 인 재정 통화정책 등 에 힘입 어 내수 부진 이 완화 되 고 생산 활동 이 호전 되 는 등 하강 을 멈춘 모습 이나 국제 원자재 가격 상승 및 주요 선진국 의 경기 부진 으로 향후 성장 의 하향 위험 이 상존 하 고 있 는 것 으로 판단 됨,최근 국내 경기 적극적 재정 통화정책 내수 부진 완화 생산 활동 호전 하강 모습 국제 원자재 가격 상승 주요 선진국 경기 부진 향후 성장 하향 위험 상존 판단
2009-06-11,3,3,"소비자 물가 는 경기 부진 에 따른 수요 압력 완화 , 환율 의 하향 안정 등 으로 오름세 가 둔화 되 었 음 .",소비자 물가 경기 부진 수요 압력 완화 환율 하향 안정 오름세 둔화
2009-06-11,3,4,부동산 가격 은 소폭 의 상승세 가 지속 되 었 음,부동산 가격 소폭 상승세 지속
2009-06-11,3,5,"금융시장 에서 는 환율 , 주가 등가격 변수 가 안정 적 인 움직임 을 보이 는 가운데 가계 및 중소기업 대출 이 꾸준히 늘어나 고 있 으나 신용위험 에 대한 우려 와 시중 자금 의 단기화 현상 이 해소 되 지 않 은 상황 임",금융시장 환율 주가 등가격 변수 안정 움직임 가운데 가계 중소기업 대출 꾸준히 신용위험 우려 시중 자금 단기화 현상 해소 상황
2009-06-11,3,6,앞 으로 통화정책 은 당분간 금융 완화 기조 를 유지 하 면서 최근 의 경기 및 금융시장 의 개선 움직임 이 지속 되 도록 하 는데 주안점 을 두 고 운용 해 나갈 것 임,앞 통화정책 당분간 금융 완화 기조 유지 최근 경기 금융시장 개선 움직임 지속 주안점 운용
2009-07-09,4,1,금융통화위원회 는 다음 통화정책 방향 결정시 까지 한국은행 기준금리 를 현 수준 ( 2 . 00 %) 에서 유지 하 여 통화정책 을 운용 하 기 로 하 였 음,금융통화위원회 다음 통화정책 방향 결정시 한국은행 기준금리 수준 유지 통화정책 운용
2009-07-09,4,2,"최근 국내 경기 는 적극적 인 재정 통화정책 등 에 힘입 어 내수 및 수출 부진 이 완화 되 면서 그간 의 하 강세 에서 벗어나 는 모습 이나 국제 원자재 가격 상승 , 주요 선진국 의 경기 부진 등 으로 향후 성장 경로 의 불확실성 이 높 은 것 으로 판단 됨",최근 국내 경기 적극적 재정 통화정책 내수 수출 부진 완화 그간 강세 모습 국제 원자재 가격 상승 주요 선진국 경기 부진 향후 성장 경로 불확실성 높 판단
2009-07-09,4,3,소비자 물가 는 경기 부진 에 따른 수요 압력 완화 등 으로 오름세 가 계속 둔화 되 었 음 .,소비자 물가 경기 부진 수요 압력 완화 오름세 계속 둔화
2009-07-09,4,4,부동산 가격 은 소폭 의 상승세 가 지속 되 었 음,부동산 가격 소폭 상승세 지속
2009-07-09,4,5,"금융시장 에서 는 환율 , 주가 등가격 변수 가 안정 적 인 움직임 을 이 어 가 는 가운데 주택담보대출 을 중심 으로 은행 대출 이 꾸준히 증가 하 였 음 .",금융시장 환율 주가 등가격 변수 안정 움직임 가운데 주택담보대출 중심 은행 대출 꾸준히 증가
2009-07-09,4,6,한편 신용위험 에 대한 우려 와 시중 자금 의 단기화 현상 은 해소 되 지 않 은 상황 임,한편 신용위험 우려 시중 자금 단기화 현상 해소 상황
2009-07-09,4,7,앞 으로 통화정책 은 당분간 금융 완화 기조 를 유지 하 면서 최근 의 경기 개선 움직임 및 금융시장 안정 이 지속 되 도록 하 는 데 주안점 을 두 고 운용 해 나갈 것 임,앞 통화정책 당분간 금융 완화 기조 유지 최근 경기 개선 움직임 금융시장 안정 지속 주안점 운용
2009-08-11,5,1,금융통화위원회 는 다음 통화정책 방향 결정시 까지 한국은행 기준금리 를 현 수준 ( 2 . 00 %) 에서 유지 하 여 통화정책 을 운용 하 기 로 하 였 음,금융통화위원회 다음 통화정책 방향 결정시 한국은행 기준금리 수준 유지 통화정책 운용
2009-08-11,5,2,최근 국내 경기 는 적극적 인 재정 통화정책 및 신흥시장 국경 제 상황 호전 에 힘입 어 내수 와 수출 부진 이 더욱 완화 되 는 등 개선 움직임 을 지속 하 고 있 으나 주요 선진국 의 경기 회복 지연 가능성 등 으로 향후 성장 경로 의 불확실성 이 상존 하 고 있 는 것 으로 판단 됨,최근 국내 경기 적극적 재정 통화정책 신흥시장 국경 상황 호전 내수 수출 부진 더욱 완화 개선 움직임 지속 주요 선진국 경기 회복 지연 가능성 향후 성장 경로 불확실성 상존 판단
2009-08-11,5,3,"소비자 물가 는 수요 압력 완화 , 환율 하락 등 의 영향 으로 오름세 가 계속 둔화 되 었 음 .",소비자 물가 수요 압력 완화 환율 하락 영향 오름세 계속 둔화
2009-08-11,5,4,부동산 가격 은 상승세 가 지속 되 었 음,부동산 가격 상승세 지속
2009-08-11,5,5,금융시장 에서 는 시장 금리 및 주가 가 상승 하 는 가운데 주택담보대출 이 계속 큰 폭 으로 증가 하 였 음 .,금융시장 시장 금리 주가 상승 가운데 주택담보대출 계속 큰 폭 증가
2009-08-11,5,6,한편 신용위험 에 대한 우려 와 시중 자금 의 단기화 현상 은 해소 되 지 않 은 상황 임,한편 신용위험 우려 시중 자금 단기화 현상 해소 상황
2009-08-11,5,7,앞 으로 통화정책 은 당분간 금융 완화 기조 를 유지 하 면서 최근 의 경기 개선 움직임 및 금융시장 안정 이 지속 되 도록 하 는 데 주안점 을 두 고 운용 해 나갈 것 임,앞 통화정책 당분간 금융 완화 기조 유지 최근 경기 개선 움직임 금융시장 안정 지속 주안점 운용
2009-09-10,6,1,금융통화위원회 는 다음 통화정책 방향 결정시 까지 한국은행 기준금리 를 현 수준 ( 2 . 00 %) 에서 유지 하 여 통화정책 을 운용 하 기 로 하 였 음,금융통화위원회 다음 통화정책 방향 결정시 한국은행 기준금리 수준 유지 통화정책 운용
2009-09-10,6,2,최근 국내 경기 는 세계 경제 상황 호전 등 으로 내수 및 수출 이 회복 움직임 을 보이 고 생산 이 증가 하 는 등 개선 추세 를 이 어 가 고 있 으나 향후 성장 경로 의 불확실성 은 상존 하 고 있 는 것 으로 판단 됨,최근 국내 경기 세계 경제 상황 호전 내수 수출 회복 움직임 생산 증가 개선 추세 향후 성장 경로 불확실성 상존 판단
2009-09-10,6,3,소비자 물가 는 상승률 이 다소 높 아 졌으나 대체로 안정 된 모습 을 나타내 고 있 음 .,소비자 물가 상승률 다소 높 대체로 안정 모습
2009-09-10,6,4,부동산 가격 은 오름세 가 지속 되 었 음,부동산 가격 오름세 지속
2009-09-10,6,5,금융시장 에서 는 시장 금리 및 주가 가 상승 한 가운데 주택담보대출 이 큰 폭 의 증가 를 지속 하 였 음 .,금융시장 시장 금리 주가 상승 가운데 주택담보대출 큰 폭 증가 지속
2009-09-10,6,6,한편 신용위험 에 대한 우려 와 시중 자금 의 단기화 현상 은 다소 완화 되 는 움직임 을 보였 음,한편 신용위험 우려 시중 자금 단기화 현상 다소 완화 움직임
2009-09-10,6,7,앞 으로 통화정책 은 당분간 금융 완화 기조 를 유지 하 면서 최근 의 경기 개선 추세 및 금융시장 안정 이 지속 되 도록 하 는 데 주안점 을 두 고 운용 해 나갈 것 임,앞 통화정책 당분간 금융 완화 기조 유지 최근 경기 개선 추세 금융시장 안정 지속 주안점 운용
2009-10-09,7,1,금융통화위원회 는 다음 통화정책 방향 결정시 까지 한국은행 기준금리 를 현 수준 ( 2 . 00 %) 에서 유지 하 여 통화정책 을 운용 하 기 로 하 였 음,금융통화위원회 다음 통화정책 방향 결정시 한국은행 기준금리 수준 유지 통화정책 운용
2009-10-09,7,2,최근 국내 경기 는 세계 경제 상황 호전 등 으로 수출 이 회복세 를 이 어 가 고 소비 가 전년 수준 을 계속 상회 하 는 등 개선 추세 를 지속 하 고 있 으나 향후 성장 경로 의 불확실성 은 상존 하 고 있 는 것 으로 판단 됨,최근 국내 경기 세계 경제 상황 호전 수출 회복세 소비 전년 수준 계속 상회 개선 추세 지속 향후 성장 경로 불확실성 상존 판단
2009-10-09,7,3,소비자 물가 는 대체로 안정 된 모습 을 나타내 었 음 .,소비자 물가 대체로 안정 모습
2009-10-09,7,4,부동산 가격 은 오름세 가 지속 되 었 음,부동산 가격 오름세 지속
2009-10-09,7,5,"금융시장 에서 는 주가 가 큰 폭 상승 한 후 반락 한 가운데 총부채 상환 비율 확대 적용 , 대출 금리 상승 등 으로 주택담보대출 의 증가세 가 둔화 되 었 음",금융시장 주가 큰 폭 상승 후 반락 가운데 총부채 상환 비율 확대 적용 대출 금리 상승 주택담보대출 증가세 둔화
2009-10-09,7,6,앞 으로 통화정책 은 당분간 금융 완화 기조 를 유지 하 면서 최근 의 경기 개선 추세 및 금융시장 안정 이 지속 되 도록 하 는 데 주안점 을 두 고 운용 해 나갈 것 임,앞 통화정책 당분간 금융 완화 기조 유지 최근 경기 개선 추세 금융시장 안정 지속 주안점 운용
2009-11-12,8,1,금융통화위원회 는 다음 통화정책 방향 결정시 까지 한국은행 기준금리 를 현 수준 ( 2 . 00 %) 에서 유지 하 여 통화정책 을 운용 하 기 로 하 였 음,금융통화위원회 다음 통화정책 방향 결정시 한국은행 기준금리 수준 유지 통화정책 운용
2009-11-12,8,2,최근 국내 경기 는 세계 경제 상황 호전 등 으로 수출 및 내수 와 생산 활동 이 한층 더 개선 되 는 등 회복세 를 나타내 고 있 으나 향후 성장 경로 의 불확실성 은 상존 하 고 있 는 것 으로 판단 됨,최근 국내 경기 세계 경제 상황 호전 수출 내수 생산 활동 한층 더 개선 회복세 향후 성장 경로 불확실성 상존 판단
2009-11-12,8,3,소비자 물가 는 원달러환율 등 이 하락 요인 으로 작용 하 면서 안정세 를 이 어 가 고 있 음 .,소비자 물가 원달러환율 하락 요인 작용 안정세
2009-11-12,8,4,부동산 가격 은 오름세 가 주춤 하 는 모습 을 보였 음,부동산 가격 오름세 주춤 모습
2009-11-12,8,5,"금융시장 에서 는 주가 , 금리 등가격 변수 의 변동성 이 다소 확대 된 가운데 총부채 상환 비율 확대 적용 , 대출 금리 상승 등 으로 주택담보대출 증가세 의 둔화 움직임 이 지속 되 었 음",금융시장 주가 금리 등가격 변수 변동성 다소 확대 가운데 총부채 상환 비율 확대 적용 대출 금리 상승 주택담보대출 증가세 둔화 움직임 지속
2009-11-12,8,6,앞 으로 통화정책 은 당분간 금융 완화 기조 를 유지 하 면서 경기 회복세 가 지속 되 도록 하 는 데 주안점 을 두 고 운용 해 나갈 것 임,앞 통화정책 당분간 금융 완화 기조 유지 경기 회복세 지속 주안점 운용
2009-12-10,9,1,금융통화위원회 는 다음 통화정책 방향 결정시 까지 한국은행 기준금리 를 현 수준 ( 2 . 00 %) 에서 유지 하 여 통화정책 을 운용 하 기 로 하 였 음,금융통화위원회 다음 통화정책 방향 결정시 한국은행 기준금리 수준 유지 통화정책 운용
2009-12-10,9,2,최근 국내 경기 는 세계 경제 상황 호전 등 으로 수출 과 소비 가 개선 추세 를 보이 는 등 회복세 를 이 어 가 고 있 으나 향후 성장 경로 의 불확실성 은 상존 하 고 있 는 것 으로 판단 됨,최근 국내 경기 세계 경제 상황 호전 수출 소비 개선 추세 회복세 향후 성장 경로 불확실성 상존 판단
2009-12-10,9,3,소비자 물가 는 상승세 가 다소 확대 되 었 으나 대체로 안정 된 모습 을 보이 고 있 음 .,소비자 물가 상승세 다소 확대 대체로 안정 모습
2009-12-10,9,4,부동산 가격 은 오름세 가 둔화 되 었 음,부동산 가격 오름세 둔화
2009-12-10,9,5,"금융시장 에서 는 환율 , 주가 등가격 변수 가 대체로 안정 된 움직임 을 보이 다가 해외 불안요인 의 영향 으로 변동 폭 이 일시 확대 되 었 으며 주택담보대출 은 전월 수준 의 증가 를 나타내 었 음",금융시장 환율 주가 등가격 변수 대체로 안정 움직임 해외 불안요인 영향 변동 폭 일시 확대 주택담보대출 전월 수준 증가
2009-12-10,9,6,앞 으로 통화정책 은 당분간 금융 완화 기조 를 유지 하 면서 경기 회복세 가 지속 되 도록 하 는 데 주안점 을 두 고 운용 해 나갈 것 임,앞 통화정책 당분간 금융 완화 기조 유지 경기 회복세 지속 주안점 운용
2010-01-08,10,1,금융통화위원회 는 다음 통화정책 방향 결정시 까지 한국은행 기준금리 를 현 수준 ( 2 . 00 %) 에서 유지 하 여 통화정책 을 운용 하 기 로 하 였 음,금융통화위원회 다음 통화정책 방향 결정시 한국은행 기준금리 수준 유지 통화정책 운용
2010-01-08,10,2,최근 국내 경기 는 세계 경제 상황 호전 등 으로 수출 과 내수 가 꾸준히 증가 하 는 등 회복세 를 지속 하 고 있 으며 앞 으로 도 이 와 같 은 추세 가 이어질 것 으로 전망 됨 .,최근 국내 경기 세계 경제 상황 호전 수출 내수 꾸준히 증가 회복세 지속 앞 같 추세 전망
2010-01-08,10,3,다만 주요 선진국 의 본격 적 인 경기 회복 지연 우려 등 으로 향후 성장 경로 의 불확실성 은 상존 하 고 있 는 것 으로 판단 됨,주요 선진국 본격 경기 회복 지연 우려 향후 성장 경로 불확실성 상존 판단
2010-01-08,10,4,소비자 물가 는 석유 류 가격 을 중심 으로 오름세 가 확대 되 었 으며 폭설 의 영향 이 더해져 상승률 이 일시 더 높 아 질 것 으로 예상 됨 .,소비자 물가 석유 가격 중심 오름세 확대 폭설 영향 상승률 일시 더 높 예상
2010-01-08,10,5,부동산 가격 은 상승세 가 둔화 되 고 있 음,부동산 가격 상승세 둔화
2010-01-08,10,6,금융시장 에서 는 경기 개선 흐름 등 을 반영 하 여 장단기 시장 금리 및 주가 가 상당폭 상승 하 였으며 주택담보대출 은 꾸준 한 증가세 를 보였 음,금융시장 경기 개선 흐름 반영 장단기 시장 금리 주가 상당폭 상승 주택담보대출 꾸준 증가세
2010-01-08,10,7,앞 으로 통화정책 은 당분간 금융 완화 기조 를 유지 하 면서 경기 회복세 지속 에 도움 이 되 는 방향 으로 운용 해 나갈 것 임,앞 통화정책 당분간 금융 완화 기조 유지 경기 회복세 지속 방향 운용
2010-02-11,11,1,금융통화위원회 는 다음 통화정책 방향 결정시 까지 한국은행 기준금리 를 현 수준 ( 2 . 00 %) 에서 유지 하 여 통화정책 을 운용 하 기 로 하 였 음,금융통화위원회 다음 통화정책 방향 결정시 한국은행 기준금리 수준 유지 통화정책 운용
2010-02-11,11,2,최근 국내 경기 는 수출 과 내수 가 꾸준히 증가 하 고 생산 활동 이 활발 한 모습 을 보이 는 등 회복세 를 지속 하 고 있 으며 앞 으로 도 이 와 같 은 추세 가 이어질 것 으로 전망 됨 .,최근 국내 경기 수출 내수 꾸준히 증가 생산 활동 활발 모습 회복세 지속 앞 같 추세 전망
2010-02-11,11,3,다만 일부 유럽 국가 의 재정위기 우려 등 으로 향후 성장 경로 의 불확실성 은 상존 하 고 있 는 것 으로 판단 됨,일부 유럽 국가 재정위기 우려 향후 성장 경로 불확실성 상존 판단
2010-02-11,11,4,소비자 물가 는 오름세 가 확대 되 었 으나 최근 의 국제 원자재 가격 움직임 등 에 비추 어 앞 으로 안정 된 모습 을 보일 것 으로 예상 됨 .,소비자 물가 오름세 확대 최근 국제 원자재 가격 움직임 앞 안정 모습 예상
2010-02-11,11,5,부동산 가격 은 오름세 가 제한 되 고 있 음,부동산 가격 오름세 제한
2010-02-11,11,6,금융시장 에서 는 해외 불안요인 의 영향 으로 환율 과 주가 등가격 변수 가 큰 폭 의 변동 을 보였으며 주택담보대출 은 계절요인 등 으로 증가 폭 이 축소 되 었 음,금융시장 해외 불안요인 영향 환율 주가 등가격 변수 큰 폭 변동 주택담보대출 계절요인 증가 폭 축소
2010-02-11,11,7,앞 으로 통화정책 은 당분간 금융 완화 기조 를 유지 하 면서 경기 회복세 지속 에 도움 이 되 는 방향 으로 운용 해 나갈 것 임,앞 통화정책 당분간 금융 완화 기조 유지 경기 회복세 지속 방향 운용
2010-03-11,12,1,금융통화위원회 는 다음 통화정책 방향 결정시 까지 한국은행 기준금리 를 현 수준 ( 2 . 00 %) 에서 유지 하 여 통화정책 을 운용 하 기 로 하 였 음,금융통화위원회 다음 통화정책 방향 결정시 한국은행 기준금리 수준 유지 통화정책 운용
2010-03-11,12,2,최근 국내 경기 는 수출 이 확대 되 고 내수 가 꾸준히 증가 하 는 등 회복세 를 지속 하 고 있 으며 앞 으로 도 이 와 같 은 추세 가 이어질 것 으로 전망 됨 .,최근 국내 경기 수출 확대 내수 꾸준히 증가 회복세 지속 앞 같 추세 전망
2010-03-11,12,3,다만 일부 국가 의 과다 채무 문제 등 으로 향후 성장 경로 의 불확실성 은 상존 하 고 있 는 것 으로 판단 됨,일부 국가 과다 채무 문제 향후 성장 경로 불확실성 상존 판단
2010-03-11,12,4,소비자 물가 는 상승세 가 다소 둔화 되 었 으며 최근 의 국제 원자재 가격 움직임 등 에 비추 어 당분간 안정 된 모습 을 보일 것 으로 예상 됨 .,소비자 물가 상승세 다소 둔화 최근 국제 원자재 가격 움직임 당분간 안정 모습 예상
2010-03-11,12,5,부동산시장 에서 는 가격 이 완만 하 게 상승 하 였으나 거래 는 부진 하 였 음,부동산시장 가격 완만 상승 거래 부진
2010-03-11,12,6,금융시장 에서 는 일부 유럽 국가 의 재정위기 등 해외 불안요인 이 완화 되 면서 주가 가 반등 하 고 환율 이 하락 하 였으며 주택담보대출 은 계절요인 등 으로 소폭 증가 에 그쳤 음,금융시장 일부 유럽 국가 재정위기 해외 불안요인 완화 주가 반등 환율 하락 주택담보대출 계절요인 소폭 증가
2010-03-11,12,7,앞 으로 통화정책 은 당분간 금융 완화 기조 를 유지 하 면서 경기 회복세 지속 에 도움 이 되 는 방향 으로 운용 해 나갈 것 임,앞 통화정책 당분간 금융 완화 기조 유지 경기 회복세 지속 방향 운용
2010-04-09,13,1,금융통화위원회 는 다음 통화정책 방향 결정시 까지 한국은행 기준금리 를 현 수준 ( 2 . 00 %) 에서 유지 하 여 통화정책 을 운용 하 기 로 하 였 음,금융통화위원회 다음 통화정책 방향 결정시 한국은행 기준금리 수준 유지 통화정책 운용
2010-04-09,13,2,"세계 경제 는 신흥시장국 경제 가 호조 를 보이 고 있 는 가운데 미국 , 일본 등 주요 선진국 경제 의 개선 추세 가 다소 강화 되 는 움직임 을 나타내 고 있 음 .",세계 경제 신흥시장국 경제 호조 가운데 미국 일본 주요 선진국 경제 개선 추세 다소 강화 움직임
2010-04-09,13,3,다만 일부 유럽 국가 의 재정 문제 등 위험요인 이 잠재 하 고 있 음,일부 유럽 국가 재정 문제 위험요인 잠재
2010-04-09,13,4,국내 경기 는 건설 투자 가 다소 부진 한 모습 이나 수출 이 호조 를 보이 고 소비 와 설비 투자 도 꾸준히 증가 하 는 등 회복세 를 지속 하 고 있 음,국내 경기 건설 투자 다소 부진 모습 수출 호조 소비 설비 투자 꾸준히 증가 회복세 지속
2010-04-09,13,5,국내 경기 의 회복세 는 앞 으로 도 이어질 것 으로 전망 되 나 해외 위험요인 등 에 비추 어 향후 성장 경로 의 불확실성 은 상존 하 고 있 는 것 으로 판단 됨,국내 경기 회복세 앞 전망 해외 위험요인 향후 성장 경로 불확실성 상존 판단
2010-04-09,13,6,소비자 물가 는 서비스 가격 을 중심 으로 상승세 가 둔화 되 었 으며 당분간 안정 된 모습 을 보일 것 으로 예상 됨 .,소비자 물가 서비스 가격 중심 상승세 둔화 당분간 안정 모습 예상
2010-04-09,13,7,부동산시장 에서 는 거래 가 활발 하 지 않 은 가운데 가격 오름세 가 제한 되 고 있 음,부동산시장 거래 활발 가운데 가격 오름세 제한
2010-04-09,13,8,금융시장 에서 는 외국인 증권 투자자금 유입 이 확대 되 는 가운데 주가 가 상승 하 고 장단기 시장 금리 가 하락 하 였 음 .,금융시장 외국인 증권 투자자금 유입 확대 가운데 주가 상승 장단기 시장 금리 하락
2010-04-09,13,9,"주택담보대출 은 대출 금리 하락 , 입주 · 분양 물량 증가 등 의 영향 으로 증가 규모 가 소폭 확대 되 었 음",주택담보대출 대출 금리 하락 입주 분양 물량 증가 영향 증가 규모 소폭 확대
2010-04-09,13,10,앞 으로 통화정책 은 당분간 금융 완화 기조 를 유지 하 면서 경기 회복세 지속 에 도움 이 되 는 방향 으로 운용 하 되 국내외 금융경제 상황 을 종합 적 으로 고려 해 나갈 것 임,앞 통화정책 당분간 금융 완화 기조 유지 경기 회복세 지속 방향 운용 국내외 금융경제 상황 종합 고려
2010-05-12,14,1,금융통화위원회 는 다음 통화정책 방향 결정시 까지 한국은행 기준금리 를 현 수준 ( 2 . 00 %) 에서 유지 하 여 통화정책 을 운용 하 기 로 하 였 다 .,금융통화위원회 다음 통화정책 방향 결정시 한국은행 기준금리 수준 유지 통화정책 운용
2010-05-12,14,2,"세계 경제 는 신흥시장국 경제 가 호조 를 지속 하 고 있 는 가운데 미국 , 일본 등 주요 선진국 경제 도 개선 추세 를 보이 고 있 다 .",세계 경제 신흥시장국 경제 호조 지속 가운데 미국 일본 주요 선진국 경제 개선 추세
2010-05-12,14,3,다만 남유럽 국가 들 의 재정 문제 가 근본적 으로 해결 되 지 않 음 에 따라 국제 금융시장 이 수시로 불안 한 움직임 을 나타낼 위험 이 잠재 하 고 있 다 .,국가 재정 문제 근본적 해결 국제 금융시장 수시로 불안 움직임 위험 잠재
2010-05-12,14,4,국내 경기 는 회복세 가 뚜렷 해지 고 있 는 모습 이 다 .,국내 경기 회복세 뚜렷 해지 모습
2010-05-12,14,5,건설 투자 가 여전히 부진 하나 수출 이 호조 를 지속 하 고 설비 투자 와 소비 도 꾸준히 늘어나 고 있 으며 고용 사정 도 민간 부문 을 중심 으로 개선 되 고 있 다 .,건설 투자 여전히 부진 수출 호조 지속 설비 투자 소비 꾸준히 고용 사정 민간 부문 중심 개선
2010-05-12,14,6,국내 경기 의 회복세 는 앞 으로 도 이어질 것 으로 전망 되 나 해외 위험요인 등 에 비추 어 향후 성장 경로 의 불확실성 은 상존 하 고 있 는 것 으로 판단 된다 .,국내 경기 회복세 앞 전망 해외 위험요인 향후 성장 경로 불확실성 상존 판단
2010-05-12,14,7,소비자 물가 는 이상 기후 에 따른 농축수산물 가격 상승 등 으로 오름세 가 일시 확대 되 었 다 .,소비자 물가 이상 기후 농축수산물 가격 상승 오름세 일시 확대
2010-05-12,14,8,앞 으로 물가 는 당분간 안정 된 모습 을 보일 것 이나 경기 회복 으로 수요 압력 이 점차 증대 될 것 으로 예상 된다 .,앞 물가 당분간 안정 모습 경기 회복 수요 압력 점차 증대 예상
2010-05-12,14,9,부동산시장 에서 는 거래 가 활발 하 지 않 은 가운데 수도권 을 중심 으로 주택매매가격 이 약세 를 나타내 었 다 .,부동산시장 거래 활발 가운데 수도권 중심 주택매매가격 약세
2010-05-12,14,10,금융시장 에서 는 외국인 증권 투자자금 유입 확대 와 함께 장단기 시장 금리 가 하락 하 였으나 남유럽 국가 재정 문제 등 으로 가격변수 의 변동성 이 크 게 확대 되 었 다 .,금융시장 외국인 증권 투자자금 유입 확대 함께 장단기 시장 금리 하락 국가 재정 문제 가격변수 변동성 크 확대
2010-05-12,14,11,주택담보대출 은 대출 금리 하락 에 도 불구 하 고 주택 거래 부진 등 의 영향 으로 증가 규모 에 변화 를 보이 지 않 고 있 다 .,주택담보대출 대출 금리 하락 불구 주택 거래 부진 영향 증가 규모 변화
2010-05-12,14,12,앞 으로 통화정책 은 금융 완화 기조 를 유지 하 면서 경기 회복세 지속 에 도움 이 되 는 방향 으로 운용 하 되 국내외 금융경제 상황 을 종합 적 으로 고려 하 여 수행 해 나갈 것 이 다 .,앞 통화정책 금융 완화 기조 유지 경기 회복세 지속 방향 운용 국내외 금융경제 상황 종합 고려 수행
